Filename,Buggy/Deleted,Fixed/Added
VPackDeserializers.java,final VPackSlice entry = storedValueIterator.next();,if (storedValueIterator != null ) final VPackSlice entry = storedValueIterator.next();
ArangoDBTest.java,dbs = arangoDB.getDBs().execute();,if (arangoDB != null ) dbs = arangoDB.getDBs().execute();
Request.java,body = Optional.empty();,if (Optional != null ) body = Optional.empty();
BaseDocument.java,documentHandle = id.toString();,if (id != null ) documentHandle = id.toString();
BaseDocument.java,documentKey = key.toString();,if (key != null ) documentKey = key.toString();
BaseDocument.java,documentRevision = rev.toString();,if (rev != null ) documentRevision = rev.toString();
Executeable.java,final VPackSlice body = response.getBody().get();,if (response != null ) final VPackSlice body = response.getBody().get();
VPackParserTest.java,final String json = VPackParser.toJson(builder.slice());,if (VPackParser != null ) final String json = VPackParser.toJson(builder.slice());
VPackParserTest.java,final String json = VPackParser.toJson(builder.slice());,if (VPackParser != null ) final String json = VPackParser.toJson(builder.slice());
VPackParserTest.java,final String json = VPackParser.toJson(builder.slice());,if (VPackParser != null ) final String json = VPackParser.toJson(builder.slice());
VPackParserTest.java,final String json = VPackParser.toJson(builder.slice());,if (VPackParser != null ) final String json = VPackParser.toJson(builder.slice());
VPackParserTest.java,final String json = VPackParser.toJson(builder.slice());,if (VPackParser != null ) final String json = VPackParser.toJson(builder.slice());
VPackParserTest.java,final String json = VPackParser.toJson(builder.slice());,if (VPackParser != null ) final String json = VPackParser.toJson(builder.slice());
VPackParserTest.java,final String json = VPackParser.toJson(builder.slice());,if (VPackParser != null ) final String json = VPackParser.toJson(builder.slice());
VPackParserTest.java,final String json = VPackParser.toJson(builder.slice());,if (VPackParser != null ) final String json = VPackParser.toJson(builder.slice());
VPackParserTest.java,final String json = VPackParser.toJson(builder.slice());,if (VPackParser != null ) final String json = VPackParser.toJson(builder.slice());
VPackParserTest.java,final String json = VPackParser.toJson(builder.slice());,if (VPackParser != null ) final String json = VPackParser.toJson(builder.slice());
VPack.java,deserializer = deserializersByName.get(fieldInfo.getFieldName());,if (deserializersByName != null ) deserializer = deserializersByName.get(fieldInfo.getFieldName());
SimpleApiTest.java,final ArangoDB arangoDB = new ArangoDB.Builder().build();,if (ArangoDB != null ) final ArangoDB arangoDB = new ArangoDB.Builder().build();
SimpleApiTest.java,final ArangoDB arangoDB = new ArangoDB.Builder().build();,if (ArangoDB != null ) final ArangoDB arangoDB = new ArangoDB.Builder().build();
VersionTest.java,final ArangoDB arangoDB = new ArangoDB.Builder().build();,if (ArangoDB != null ) final ArangoDB arangoDB = new ArangoDB.Builder().build();
VersionTest.java,final ArangoDBVersion version = arangoDB.getVersion().execute();,if (arangoDB != null ) final ArangoDBVersion version = arangoDB.getVersion().execute();
VPackSerializeDeserializeTest.java,entity.s = nots.getAsString();,if (nots != null ) entity.s = nots.getAsString();
Connection.java,final int len = head.getInt();,if (head != null ) final int len = head.getInt();
Chunk.java,chunkX = data.getInt();,if (data != null ) chunkX = data.getInt();
Chunk.java,messageId = data.getLong();,if (data != null ) messageId = data.getLong();
Chunk.java,messageLength = data.getLong();,if (data != null ) messageLength = data.getLong();
Communication.java,final int byteSize = vpack.getByteSize();,if (vpack != null ) final int byteSize = vpack.getByteSize();
Communication.java,final ByteArrayInputStream in = new ByteArrayInputStream(out.toByteArray());,if (ByteArrayInputStream(out != null ) final ByteArrayInputStream in = new ByteArrayInputStream(out.toByteArray());
ChunkStore.java,final int numChunks = first.get().getChunk();,if (first != null ) final int numChunks = first.get().getChunk();
BaseTest.java,arangoDB = new ArangoDB.Builder().build();,if (ArangoDB != null ) arangoDB = new ArangoDB.Builder().build();
VPack.java,entity = type.newInstance();,if (type != null ) entity = type.newInstance();
VPackCache.java,final ParameterizedType genericType = (ParameterizedType) field.getGenericType();,if (field != null ) final ParameterizedType genericType = (ParameterizedType) field.getGenericType();
VPackCache.java,final ParameterizedType genericType = (ParameterizedType) field.getGenericType();,if (field != null ) final ParameterizedType genericType = (ParameterizedType) field.getGenericType();
DBCollection.java,final DocumentRead params = options.build();,if (options != null ) final DocumentRead params = options.build();
DBCollection.java,final DocumentUpdate params = options.build();,if (options != null ) final DocumentUpdate params = options.build();
DBCollection.java,final DocumentDelete params = options.build();,if (options != null ) final DocumentDelete params = options.build();
A.java,final int byteSize = vpack.getByteSize();,if (vpack != null ) final int byteSize = vpack.getByteSize();
A.java,final ByteArrayInputStream in = new ByteArrayInputStream(out.toByteArray());,if (ByteArrayInputStream(out != null ) final ByteArrayInputStream in = new ByteArrayInputStream(out.toByteArray());
ArangoConfigureTest.java,ArangoHost arangoHost = configure.getArangoHost();,if (configure != null ) ArangoHost arangoHost = configure.getArangoHost();
ArangoConfigureTest.java,ArangoHost arangoHost = configure.getArangoHost();,if (configure != null ) ArangoHost arangoHost = configure.getArangoHost();
ArangoConfigureTest.java,ArangoVersion version = arangoDriver.getVersion();,if (arangoDriver != null ) ArangoVersion version = arangoDriver.getVersion();
InternalGraphDriverImpl.java,obj = elem.getAsJsonObject();,if (elem != null ) obj = elem.getAsJsonObject();
GraphQueryUtil.java,String query = sb.toString();,if (sb != null ) String query = sb.toString();
GraphQueryUtil.java,final JsonObject jsonObject = json.getAsJsonObject();,if (json != null ) final JsonObject jsonObject = json.getAsJsonObject();
InternalGraphDriverImpl.java,List<GraphEntity> graphs = graphsEntity.getGraphs();,if (graphsEntity != null ) List<GraphEntity> graphs = graphsEntity.getGraphs();
ResultSetUtils.java,ArrayList<T> result = new ArrayList<T>(rs.getTotalCount());,if (ArrayList<T>(rs != null ) ArrayList<T> result = new ArrayList<T>(rs.getTotalCount());
InternalDocumentDriverImpl.java,final String d = lit.next();,if (lit != null ) final String d = lit.next();
EntityDeserializers.java,ClassHolder holder = parameterizedBridger.get();,if (parameterizedBridger != null ) ClassHolder holder = parameterizedBridger.get();
EntityDeserializers.java,ClassHolder holder = parameterizedBridger.get();,if (parameterizedBridger != null ) ClassHolder holder = parameterizedBridger.get();
EntityDeserializers.java,ClassHolder holder = parameterizedBridger.get();,if (parameterizedBridger != null ) ClassHolder holder = parameterizedBridger.get();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,entity.shapefilesCount = shapefiles.getAsJsonPrimitive(COUNT).getAsLong();,if (shapefiles != null ) entity.shapefilesCount = shapefiles.getAsJsonPrimitive(COUNT).getAsLong();
EntityDeserializers.java,entity.shapesCount = shapes.getAsJsonPrimitive(COUNT).getAsLong();,if (shapes != null ) entity.shapesCount = shapes.getAsJsonPrimitive(COUNT).getAsLong();
EntityDeserializers.java,entity.attributesCount = attributes.getAsJsonPrimitive(COUNT).getAsLong();,if (attributes != null ) entity.attributesCount = attributes.getAsJsonPrimitive(COUNT).getAsLong();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonArray obj = json.getAsJsonArray();,if (json != null ) JsonArray obj = json.getAsJsonArray();
EntityDeserializers.java,Iterator<JsonElement> iterator = obj.iterator();,if (obj != null ) Iterator<JsonElement> iterator = obj.iterator();
EntityDeserializers.java,JsonElement e = iterator.next();,if (iterator != null ) JsonElement e = iterator.next();
EntityDeserializers.java,JsonArray obj = json.getAsJsonArray();,if (json != null ) JsonArray obj = json.getAsJsonArray();
EntityDeserializers.java,Iterator<JsonElement> iterator = obj.iterator();,if (obj != null ) Iterator<JsonElement> iterator = obj.iterator();
EntityDeserializers.java,JsonElement e = iterator.next();,if (iterator != null ) JsonElement e = iterator.next();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,List<Object> list = new ArrayList<Object>(array.size());,if (ArrayList<Object>(array != null ) List<Object> list = new ArrayList<Object>(array.size());
EntityDeserializers.java,ClassHolder holder = parameterizedBridger.get();,if (parameterizedBridger != null ) ClassHolder holder = parameterizedBridger.get();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,Iterator<JsonElement> iterator = jsonArray.iterator();,if (jsonArray != null ) Iterator<JsonElement> iterator = jsonArray.iterator();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,AdminLogEntity.LogEntry entry = new AdminLogEntity.LogEntry();,if (AdminLogEntity != null ) AdminLogEntity.LogEntry entry = new AdminLogEntity.LogEntry();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,StatisticsEntity.Client cli = new StatisticsEntity.Client();,if (StatisticsEntity != null ) StatisticsEntity.Client cli = new StatisticsEntity.Client();
EntityDeserializers.java,JsonObject f = ent.getValue().getAsJsonObject();,if (ent != null ) JsonObject f = ent.getValue().getAsJsonObject();
EntityDeserializers.java,StatisticsEntity.System sys = new StatisticsEntity.System();,if (StatisticsEntity != null ) StatisticsEntity.System sys = new StatisticsEntity.System();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject g = groups.get(i).getAsJsonObject();,if (groups != null ) JsonObject g = groups.get(i).getAsJsonObject();
EntityDeserializers.java,JsonObject f = figures.get(i).getAsJsonObject();,if (figures != null ) JsonObject f = figures.get(i).getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject elem = collections.get(i).getAsJsonObject();,if (collections != null ) JsonObject elem = collections.get(i).getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,String orphanCollection = orphanCollections.get(i).getAsString();,if (orphanCollections != null ) String orphanCollection = orphanCollections.get(i).getAsString();
EntityDeserializers.java,JsonObject edgeDefinition = edgeDefinitions.get(i).getAsJsonObject();,if (edgeDefinitions != null ) JsonObject edgeDefinition = edgeDefinitions.get(i).getAsJsonObject();
EntityDeserializers.java,JsonArray fromArray = fromElem.getAsJsonArray();,if (fromElem != null ) JsonArray fromArray = fromElem.getAsJsonArray();
EntityDeserializers.java,Iterator<JsonElement> iterator = fromArray.iterator();,if (fromArray != null ) Iterator<JsonElement> iterator = fromArray.iterator();
EntityDeserializers.java,JsonElement e = iterator.next();,if (iterator != null ) JsonElement e = iterator.next();
EntityDeserializers.java,JsonArray toArray = toElem.getAsJsonArray();,if (toElem != null ) JsonArray toArray = toElem.getAsJsonArray();
EntityDeserializers.java,Iterator<JsonElement> iterator = toArray.iterator();,if (toArray != null ) Iterator<JsonElement> iterator = toArray.iterator();
EntityDeserializers.java,JsonElement e = iterator.next();,if (iterator != null ) JsonElement e = iterator.next();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject path = paths.get(i).getAsJsonObject();,if (paths != null ) JsonObject path = paths.get(i).getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonArray array = json.getAsJsonArray();,if (json != null ) JsonArray array = json.getAsJsonArray();
EntityDeserializers.java,Iterator<JsonElement> iterator = array.iterator();,if (array != null ) Iterator<JsonElement> iterator = array.iterator();
EntityDeserializers.java,JsonElement element = iterator.next();,if (iterator != null ) JsonElement element = iterator.next();
EntityDeserializers.java,JsonObject obj = element.getAsJsonObject();,if (element != null ) JsonObject obj = element.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject vertex = vertices.get(i).getAsJsonObject();,if (vertices != null ) JsonObject vertex = vertices.get(i).getAsJsonObject();
EntityDeserializers.java,JsonObject edge = edges.get(i).getAsJsonObject();,if (edges != null ) JsonObject edge = edges.get(i).getAsJsonObject();
InternalDocumentDriverImpl.java,header = mapBuilder.get();,if (mapBuilder != null ) header = mapBuilder.get();
ArangoDriver.java,List<BatchPart> callStack = this.httpManager.getCallStack();,if (this != null ) List<BatchPart> callStack = this.httpManager.getCallStack();
ArangoDriver.java,String graphName = graph.getName();,if (graph != null ) String graphName = graph.getName();
ArangoDriver.java,List<EdgeDefinitionEntity> edgeDefinitions = graph.getEdgeDefinitions();,if (graph != null ) List<EdgeDefinitionEntity> edgeDefinitions = graph.getEdgeDefinitions();
ArangoDriver.java,List<String> orphanCollections = graph.getOrphanCollections();,if (graph != null ) List<String> orphanCollections = graph.getOrphanCollections();
InternalDocumentDriverImpl.java,ListIterator<String> lit = documents.listIterator();,if (documents != null ) ListIterator<String> lit = documents.listIterator();
InternalDocumentDriverImpl.java,String d = lit.next();,if (lit != null ) String d = lit.next();
SslExample.java,ArangoVersion version = arangoDriver.getVersion();,if (arangoDriver != null ) ArangoVersion version = arangoDriver.getVersion();
SslExample.java,ArangoVersion version = arangoDriver.getVersion();,if (arangoDriver != null ) ArangoVersion version = arangoDriver.getVersion();
ArangoDriverAdminTest.java,ArangoVersion version = driver.getVersion();,if (driver != null ) ArangoVersion version = driver.getVersion();
ArangoDriverAdminTest.java,ArangoUnixTime time = driver.getTime();,if (driver != null ) ArangoUnixTime time = driver.getTime();
ArangoDriverAdminTest.java,StatisticsEntity stat = driver.getStatistics();,if (driver != null ) StatisticsEntity stat = driver.getStatistics();
ArangoDriverAdminTest.java,StatisticsDescriptionEntity desc = driver.getStatisticsDescription();,if (driver != null ) StatisticsDescriptionEntity desc = driver.getStatisticsDescription();
ArangoDriverAdminTest.java,DefaultEntity entity = driver.reloadRouting();,if (driver != null ) DefaultEntity entity = driver.reloadRouting();
ArangoDriverCollectionTest.java,CollectionKeyOption opt = ent.getKeyOptions();,if (ent != null ) CollectionKeyOption opt = ent.getKeyOptions();
ArangoDriverCollectionTest.java,CollectionsEntity collections = driver.getCollections();,if (driver != null ) CollectionsEntity collections = driver.getCollections();
ArangoDriverCollectionTest.java,int allColCount = collections.getCollections().size();,if (collections != null ) int allColCount = collections.getCollections().size();
ArangoDriverCollectionTest.java,long collectionId = col.getId();,if (col != null ) long collectionId = col.getId();
ArangoDriverCursorTest.java,List<WarningEntity> warnings = cursor.getWarnings();,if (cursor != null ) List<WarningEntity> warnings = cursor.getWarnings();
ArangoDriverDocumentCursorTest.java,Iterator<Map> iterator = cursor.iterator();,if (cursor != null ) Iterator<Map> iterator = cursor.iterator();
ArangoDriverDocumentCursorTest.java,Iterator<List> iterator = cursor.iterator();,if (cursor != null ) Iterator<List> iterator = cursor.iterator();
ArangoDriverDocumentTest.java,String id = doc.getDocumentHandle();,if (doc != null ) String id = doc.getDocumentHandle();
ArangoDriverDocumentTest.java,String key = doc.getDocumentKey();,if (doc != null ) String key = doc.getDocumentKey();
ArangoDriverDocumentTest.java,Long rev = doc.getDocumentRevision();,if (doc != null ) Long rev = doc.getDocumentRevision();
ArangoDriverDocumentTest.java,String id = doc.getDocumentHandle();,if (doc != null ) String id = doc.getDocumentHandle();
ArangoDriverDocumentTest.java,String key = doc.getDocumentKey();,if (doc != null ) String key = doc.getDocumentKey();
ArangoDriverDocumentTest.java,Long rev = doc.getDocumentRevision();,if (doc != null ) Long rev = doc.getDocumentRevision();
ArangoDriverDocumentTest.java,Long etag = driver.checkDocument(doc.getDocumentHandle());,if (driver != null ) Long etag = driver.checkDocument(doc.getDocumentHandle());
ArangoDriverDocumentTest.java,String documentHandle = entity.getDocumentHandle();,if (entity != null ) String documentHandle = entity.getDocumentHandle();
ArangoDriverDocumentTest.java,String documentHandle = entity.getDocumentHandle();,if (entity != null ) String documentHandle = entity.getDocumentHandle();
ArangoDriverGraphEdgeDeleteTest.java,Long rev = edge.getDocumentRevision();,if (edge != null ) Long rev = edge.getDocumentRevision();
ArangoDriverGraphEdgeDeleteTest.java,Long rev = edge.getDocumentRevision();,if (edge != null ) Long rev = edge.getDocumentRevision();
ArangoDriverGraphEdgeReplaceTest.java,Long rev = edge.getDocumentRevision();,if (edge != null ) Long rev = edge.getDocumentRevision();
ArangoDriverGraphEdgeReplaceTest.java,Long rev = edge.getDocumentRevision();,if (edge != null ) Long rev = edge.getDocumentRevision();
ArangoDriverGraphEdgeReplaceTest.java,Long rev = edge.getDocumentRevision();,if (edge != null ) Long rev = edge.getDocumentRevision();
ArangoDriverGraphEdgeUpdateTest.java,Long rev = edge.getDocumentRevision();,if (edge != null ) Long rev = edge.getDocumentRevision();
ArangoDriverGraphEdgeUpdateTest.java,Long rev = edge.getDocumentRevision();,if (edge != null ) Long rev = edge.getDocumentRevision();
ArangoDriverGraphEdgesGetCursorTest.java,GraphEntity graph = this.createTestGraph();,if (this != null ) GraphEntity graph = this.createTestGraph();
ArangoDriverGraphEdgesGetCursorTest.java,EdgeCursor<PlainEdgeEntity> cursor = driver.graphGetEdgeCursor(graph.getName());,if (driver != null ) EdgeCursor<PlainEdgeEntity> cursor = driver.graphGetEdgeCursor(graph.getName());
ArangoDriverGraphEdgesGetCursorTest.java,List<PlainEdgeEntity> results = cursor.asEntityList();,if (cursor != null ) List<PlainEdgeEntity> results = cursor.asEntityList();
ArangoDriverGraphEdgesGetCursorTest.java,GraphEntity graph = this.createTestGraph();,if (this != null ) GraphEntity graph = this.createTestGraph();
ArangoDriverGraphEdgesGetCursorTest.java,EdgeCursor<PlainEdgeEntity> cursor = driver.graphGetEdgeCursor(graph.getName());,if (driver != null ) EdgeCursor<PlainEdgeEntity> cursor = driver.graphGetEdgeCursor(graph.getName());
ArangoDriverGraphEdgesGetCursorTest.java,EdgeEntity<PlainEdgeEntity> edgeEntity = iterator.next();,if (iterator != null ) EdgeEntity<PlainEdgeEntity> edgeEntity = iterator.next();
ArangoDriverGraphEdgesGetTest.java,GraphEntity graph = this.createTestGraph();,if (this != null ) GraphEntity graph = this.createTestGraph();
ArangoDriverGraphEdgesGetTest.java,CursorEntity<PlainEdgeEntity> cursor = driver.graphGetEdges(graph.getName());,if (driver != null ) CursorEntity<PlainEdgeEntity> cursor = driver.graphGetEdges(graph.getName());
ArangoDriverGraphTest.java,GraphsEntity graphs = driver.getGraphs();,if (driver != null ) GraphsEntity graphs = driver.getGraphs();
ArangoDriverGraphTest.java,graphs = driver.getGraphs();,if (driver != null ) graphs = driver.getGraphs();
ArangoDriverGraphTest.java,List<String> graphs = driver.getGraphList();,if (driver != null ) List<String> graphs = driver.getGraphList();
ArangoDriverGraphTest.java,graphs = driver.getGraphList();,if (driver != null ) graphs = driver.getGraphList();
ArangoDriverGraphTest.java,GraphsEntity graphs = driver.getGraphs();,if (driver != null ) GraphsEntity graphs = driver.getGraphs();
ArangoDriverGraphTest.java,graphs = driver.getGraphs();,if (driver != null ) graphs = driver.getGraphs();
ArangoDriverGraphTest.java,graphs = driver.getGraphs();,if (driver != null ) graphs = driver.getGraphs();
ArangoDriverGraphTest.java,GraphsEntity graphs = driver.getGraphs();,if (driver != null ) GraphsEntity graphs = driver.getGraphs();
ArangoDriverGraphTest.java,graphs = driver.getGraphs();,if (driver != null ) graphs = driver.getGraphs();
ArangoDriverGraphTest.java,graphs = driver.getGraphs();,if (driver != null ) graphs = driver.getGraphs();
ArangoDriverGraphTest.java,List<EdgeDefinitionEntity> edgeDefinitions = graph.getEdgeDefinitionsEntity().getEdgeDefinitions();,if (graph != null ) List<EdgeDefinitionEntity> edgeDefinitions = graph.getEdgeDefinitionsEntity().getEdgeDefinitions();
ArangoDriverGraphTest.java,List<String> f = edgeDef.getFrom();,if (edgeDef != null ) List<String> f = edgeDef.getFrom();
ArangoDriverGraphTest.java,List<String> t = edgeDef.getTo();,if (edgeDef != null ) List<String> t = edgeDef.getTo();
ArangoDriverGraphTest.java,List<String> f = edgeDef.getFrom();,if (edgeDef != null ) List<String> f = edgeDef.getFrom();
ArangoDriverGraphTest.java,List<String> t = edgeDef.getTo();,if (edgeDef != null ) List<String> t = edgeDef.getTo();
ArangoDriverGraphTest.java,List<String> f = edgeDef.getFrom();,if (edgeDef != null ) List<String> f = edgeDef.getFrom();
ArangoDriverGraphTest.java,List<String> t = edgeDef.getTo();,if (edgeDef != null ) List<String> t = edgeDef.getTo();
ArangoDriverGraphVertexReplaceTest.java,Long rev = vertex.getDocumentRevision();,if (vertex != null ) Long rev = vertex.getDocumentRevision();
ArangoDriverGraphVertexTest.java,Long rev = vertex.getDocumentRevision();,if (vertex != null ) Long rev = vertex.getDocumentRevision();
ArangoDriverGraphVertexUpdateTest.java,Long rev = vertex.getDocumentRevision();,if (vertex != null ) Long rev = vertex.getDocumentRevision();
ArangoDriverGraphVertexUpdateTest.java,Long rev = vertex.getDocumentRevision();,if (vertex != null ) Long rev = vertex.getDocumentRevision();
ArangoDriverImportTest.java,List<Station> stations = TestUtils.readStations();,if (TestUtils != null ) List<Station> stations = TestUtils.readStations();
ArangoDriverImportTest.java,List<Station> stations = TestUtils.readStations();,if (TestUtils != null ) List<Station> stations = TestUtils.readStations();
ArangoDriverIndexTest.java,String id = entity.getId();,if (entity != null ) String id = entity.getId();
ArangoDriverQueryCacheTest.java,DefaultEntity ret = driver.deleteQueryCache();,if (driver != null ) DefaultEntity ret = driver.deleteQueryCache();
ArangoDriverQueryCacheTest.java,QueryCachePropertiesEntity ret = driver.getQueryCacheProperties();,if (driver != null ) QueryCachePropertiesEntity ret = driver.getQueryCacheProperties();
ArangoDriverQueryTest.java,QueryTrackingPropertiesEntity queryTrackingProperties = driver.getQueryTrackingProperties();,if (driver != null ) QueryTrackingPropertiesEntity queryTrackingProperties = driver.getQueryTrackingProperties();
ArangoDriverQueryTest.java,QueriesResultEntity currentlyRunningQueries = driver.getCurrentlyRunningQueries();,if (driver != null ) QueriesResultEntity currentlyRunningQueries = driver.getCurrentlyRunningQueries();
ArangoDriverQueryTest.java,List<QueryEntity> queries = currentlyRunningQueries.getQueries();,if (currentlyRunningQueries != null ) List<QueryEntity> queries = currentlyRunningQueries.getQueries();
ArangoDriverQueryTest.java,QueriesResultEntity currentlyRunningQueries = driver.getCurrentlyRunningQueries();,if (driver != null ) QueriesResultEntity currentlyRunningQueries = driver.getCurrentlyRunningQueries();
ArangoDriverQueryTest.java,List<QueryEntity> queries = currentlyRunningQueries.getQueries();,if (currentlyRunningQueries != null ) List<QueryEntity> queries = currentlyRunningQueries.getQueries();
ArangoDriverQueryTest.java,List<QueryEntity> queries = currentlyRunningQueries.getQueries();,if (currentlyRunningQueries != null ) List<QueryEntity> queries = currentlyRunningQueries.getQueries();
ArangoDriverQueryTest.java,QueriesResultEntity currentlyRunningQueries = driver.getSlowQueries();,if (driver != null ) QueriesResultEntity currentlyRunningQueries = driver.getSlowQueries();
ArangoDriverQueryTest.java,List<QueryEntity> queries = currentlyRunningQueries.getQueries();,if (currentlyRunningQueries != null ) List<QueryEntity> queries = currentlyRunningQueries.getQueries();
ArangoDriverQueryTest.java,QueriesResultEntity currentlyRunningQueries = driver.getCurrentlyRunningQueries();,if (driver != null ) QueriesResultEntity currentlyRunningQueries = driver.getCurrentlyRunningQueries();
ArangoDriverQueryTest.java,List<QueryEntity> queries = currentlyRunningQueries.getQueries();,if (currentlyRunningQueries != null ) List<QueryEntity> queries = currentlyRunningQueries.getQueries();
ArangoDriverQueryTest.java,DefaultEntity killQuery = driver.killQuery(qe.getId());,if (driver != null ) DefaultEntity killQuery = driver.killQuery(qe.getId());
ArangoDriverReplicationTest.java,ReplicationInventoryEntity entity = driver.getReplicationInventory();,if (driver != null ) ReplicationInventoryEntity entity = driver.getReplicationInventory();
ArangoDriverReplicationTest.java,int cnt = handleCount.incrementAndGet();,if (handleCount != null ) int cnt = handleCount.incrementAndGet();
ArangoDriverReplicationTest.java,String serverId = driver.getReplicationServerId();,if (driver != null ) String serverId = driver.getReplicationServerId();
ArangoDriverReplicationTest.java,boolean running = driver.startReplicationLogger();,if (driver != null ) boolean running = driver.startReplicationLogger();
