Filename,Buggy/Deleted,Fixed/Added
JavassistCompilerStrategy.java,compiledClass = byteCodeClass.toClass(sourceCode.getPackageNeighbour());,if (byteCodeClass != null ) compiledClass = byteCodeClass.toClass(sourceCode.getPackageNeighbour());
SuperTypeMappingTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
SuperTypeMappingTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
SuperTypeMappingTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
SuperTypeMappingTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
SuperTypeMappingTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
XMLGregorianCalendarToDateConverter.java,target = source.toGregorianCalendar().getTime();,if (source != null ) target = source.toGregorianCalendar().getTime();
PropertiesTestCase.java,PropertyResolverStrategy propertyResolver = UtilityResolver.getDefaultPropertyResolverStrategy();,if (UtilityResolver != null ) PropertyResolverStrategy propertyResolver = UtilityResolver.getDefaultPropertyResolverStrategy();
SortedCollectionConcurrencyTestCase.java,initialSize = mapperKeys.size();,if (mapperKeys != null ) initialSize = mapperKeys.size();
EclipseJdtCompilerStrategy.java,this.compiler = compilerClass.newInstance();,if (compilerClass != null ) this.compiler = compilerClass.newInstance();
EclipseJdtCompilerStrategy.java,String sourceText = sourceCode.toSourceFile();,if (sourceCode != null ) String sourceText = sourceCode.toSourceFile();
EclipseJdtCompilerStrategy.java,sourceText = formatSource(sourceCode.toSourceFile());,if (formatSource(sourceCode != null ) sourceText = formatSource(sourceCode.toSourceFile());
EclipseJdtCompilerStrategy.java,String packageName = sourceCode.getPackageName();,if (sourceCode != null ) String packageName = sourceCode.getPackageName();
EclipseJdtCompilerStrategy.java,String classSimpleName = sourceCode.getClassSimpleName();,if (sourceCode != null ) String classSimpleName = sourceCode.getClassSimpleName();
EclipseJdtCompilerStrategy.java,String className = sourceCode.getClassName();,if (sourceCode != null ) String className = sourceCode.getClassName();
EclipseJdtCompiler.java,String formattedCode = doc.get();,if (doc != null ) String formattedCode = doc.get();
EclipseJdtCompiler.java,className = type.getComponentType().getName();,if (type != null ) className = type.getComponentType().getName();
EclipseJdtCompiler.java,className = type.getName();,if (type != null ) className = type.getName();
EclipseJdtCompiler.java,compiledClasses = compilerRequester.getCompiledClassFiles();,if (compilerRequester != null ) compiledClasses = compilerRequester.getCompiledClassFiles();
FilePathUtility.java,File current = stack.removeFirst();,if (stack != null ) File current = stack.removeFirst();
CompilationUnit.java,String tok = izer.nextToken();,if (izer != null ) String tok = izer.nextToken();
CompilationUnit.java,result[i] = tok.toCharArray();,if (tok != null ) result[i] = tok.toCharArray();
CompilerRequestor.java,problems = result.getProblems();,if (result != null ) problems = result.getProblems();
CompilerRequestor.java,ClassFile[] classFiles = result.getClassFiles();,if (result != null ) ClassFile[] classFiles = result.getClassFiles();
CompilerRequestor.java,byte[] bytes = classFile.getBytes();,if (classFile != null ) byte[] bytes = classFile.getBytes();
NameEnvironment.java,NameEnvironmentAnswer answer = findType(result.toString());,if (findType(result != null ) NameEnvironmentAnswer answer = findType(result.toString());
NameEnvironment.java,answer = findType(result.toString());,if (findType(result != null ) answer = findType(result.toString());
NameEnvironment.java,byte[] classBytes = output.toByteArray();,if (output != null ) byte[] classBytes = output.toByteArray();
NameEnvironment.java,char[] fileName = className.toCharArray();,if (className != null ) char[] fileName = className.toCharArray();
SuperTypeMappingTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
SuperTypeMappingTestCase.java,File projectRoot = MavenProjectUtil.findProjectRoot();,if (MavenProjectUtil != null ) File projectRoot = MavenProjectUtil.findProjectRoot();
SuperTypeMappingTestCase.java,ClassLoader threadContextLoader = Thread.currentThread().getContextClassLoader();,if (Thread != null ) ClassLoader threadContextLoader = Thread.currentThread().getContextClassLoader();
ClassLoaderLeakageTestCase.java,File projectRoot = MavenProjectUtil.findProjectRoot();,if (MavenProjectUtil != null ) File projectRoot = MavenProjectUtil.findProjectRoot();
ClassLoaderLeakageTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
ClassLoaderLeakageTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
ClassLoaderLeakageTestCase.java,File projectRoot = MavenProjectUtil.findProjectRoot();,if (MavenProjectUtil != null ) File projectRoot = MavenProjectUtil.findProjectRoot();
ClassLoaderLeakageTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
ClassLoaderLeakageTestCase.java,File projectRoot = MavenProjectUtil.findProjectRoot();,if (MavenProjectUtil != null ) File projectRoot = MavenProjectUtil.findProjectRoot();
ClassLoaderLeakageTestCase.java,Author author = (Author) type.newInstance();,if (type != null ) Author author = (Author) type.newInstance();
ClassLoaderLeakageTestCase.java,Book book = (Book) type.newInstance();,if (type != null ) Book book = (Book) type.newInstance();
ClassLoaderLeakageTestCase.java,Library lib = (Library) type.newInstance();,if (type != null ) Library lib = (Library) type.newInstance();
SuperTypeMappingTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
SuperTypeMappingTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
SuperTypeMappingTestCase.java,File projectRoot = MavenProjectUtil.findProjectRoot();,if (MavenProjectUtil != null ) File projectRoot = MavenProjectUtil.findProjectRoot();
SuperTypeMappingTestCase.java,ClassLoader threadContextLoader = Thread.currentThread().getContextClassLoader();,if (Thread != null ) ClassLoader threadContextLoader = Thread.currentThread().getContextClassLoader();
DefaultMapperFactory.java,result = new DefaultConstructorObjectFactory<T>(targetType.getRawType());,if (DefaultConstructorObjectFactory<T>(targetType != null ) result = new DefaultConstructorObjectFactory<T>(targetType.getRawType());
DefaultMapperFactory.java,result = new DefaultConstructorObjectFactory<T>(targetType.getRawType());,if (DefaultConstructorObjectFactory<T>(targetType != null ) result = new DefaultConstructorObjectFactory<T>(targetType.getRawType());
DefaultMapperFactory.java,result = new DefaultConstructorObjectFactory<T>(targetType.getRawType());,if (DefaultConstructorObjectFactory<T>(targetType != null ) result = new DefaultConstructorObjectFactory<T>(targetType.getRawType());
GeneratedObjectBase.java,Iterator<Boolean> iter = collection.iterator();,if (collection != null ) Iterator<Boolean> iter = collection.iterator();
GeneratedObjectBase.java,Iterator<Byte> iter = collection.iterator();,if (collection != null ) Iterator<Byte> iter = collection.iterator();
GeneratedObjectBase.java,Iterator<Character> iter = collection.iterator();,if (collection != null ) Iterator<Character> iter = collection.iterator();
GeneratedObjectBase.java,Iterator<Short> iter = collection.iterator();,if (collection != null ) Iterator<Short> iter = collection.iterator();
GeneratedObjectBase.java,Iterator<Integer> iter = collection.iterator();,if (collection != null ) Iterator<Integer> iter = collection.iterator();
GeneratedObjectBase.java,Iterator<Long> iter = collection.iterator();,if (collection != null ) Iterator<Long> iter = collection.iterator();
GeneratedObjectBase.java,Iterator<Float> iter = collection.iterator();,if (collection != null ) Iterator<Float> iter = collection.iterator();
GeneratedObjectBase.java,Iterator<Double> iter = collection.iterator();,if (collection != null ) Iterator<Double> iter = collection.iterator();
MapperFacadeImpl.java,List<D> destination = new ArrayList<D>(source.size());,if (ArrayList<D>(source != null ) List<D> destination = new ArrayList<D>(source.size());
MapperFacadeImpl.java,Set<D> destination = new HashSet<D>(source.size());,if (HashSet<D>(source != null ) Set<D> destination = new HashSet<D>(source.size());
JaninoCompilerStrategy.java,parentClassLoader = Thread.currentThread().getContextClassLoader();,if (Thread != null ) parentClassLoader = Thread.currentThread().getContextClassLoader();
ScoringClassMapBuilder.java,Set<String> unmatchedFields = new LinkedHashSet<String>(this.getPropertiesForTypeA());,if (LinkedHashSet<String>(this != null ) Set<String> unmatchedFields = new LinkedHashSet<String>(this.getPropertiesForTypeA());
TopologicalSorter.java,Edge<T> e = it.next();,if (it != null ) Edge<T> e = it.next();
DynamicSuite.java,this.fRunners = new ArrayList<Runner>(runners.size());,if (ArrayList<Runner>(runners != null ) this.fRunners = new ArrayList<Runner>(runners.size());
CollectionTestCase.java,Set<String> sourceSet = new HashSet<String>(source.getTags());,if (HashSet<String>(source != null ) Set<String> sourceSet = new HashSet<String>(source.getTags());
CollectionTestCase.java,Set<String> destSet = new HashSet<String>(destination.getTags());,if (HashSet<String>(destination != null ) Set<String> destSet = new HashSet<String>(destination.getTags());
CollectionTestCase.java,Set<String> sourceSet = new HashSet<String>(source.getTags());,if (HashSet<String>(source != null ) Set<String> sourceSet = new HashSet<String>(source.getTags());
CollectionTestCase.java,Set<String> destSet = new HashSet<String>(destination.getTags());,if (HashSet<String>(destination != null ) Set<String> destSet = new HashSet<String>(destination.getTags());
CollectionTestCase.java,Set<String> sourceSet = new HashSet<String>(source.getTags());,if (HashSet<String>(source != null ) Set<String> sourceSet = new HashSet<String>(source.getTags());
CollectionTestCase.java,Set<String> destSet = new HashSet<String>(destination.getTags());,if (HashSet<String>(destination != null ) Set<String> destSet = new HashSet<String>(destination.getTags());
CustomMergerTest.java,Set<Long> ids = new HashSet<Long>(srcDtos.size());,if (HashSet<Long>(srcDtos != null ) Set<Long> ids = new HashSet<Long>(srcDtos.size());
CustomMergerTest.java,Entity dstEntity = iterator.next();,if (iterator != null ) Entity dstEntity = iterator.next();
CustomMergerTest.java,Set<Long> ids = new HashSet<Long>(srcDtos.size());,if (HashSet<Long>(srcDtos != null ) Set<Long> ids = new HashSet<Long>(srcDtos.size());
CustomMergerTest.java,Entity dstEntity = iterator.next();,if (iterator != null ) Entity dstEntity = iterator.next();
CustomMergerTest.java,Entity dstEntity = (Entity) iterator.next();,if (iterator != null ) Entity dstEntity = (Entity) iterator.next();
Issue25TestCase.java,Set<Long> ids = new HashSet<Long>(srcDtos.size());,if (HashSet<Long>(srcDtos != null ) Set<Long> ids = new HashSet<Long>(srcDtos.size());
Issue25TestCase.java,Entity dstEntity = iterator.next();,if (iterator != null ) Entity dstEntity = iterator.next();
Issue44TestCase.java,ArrayList<String> list = new ArrayList<String>(source.size());,if (ArrayList<String>(source != null ) ArrayList<String> list = new ArrayList<String>(source.size());
AddressMergingMapper.java,AddressDTO vCurrentAnschriftDTO = iterator.next();,if (iterator != null ) AddressDTO vCurrentAnschriftDTO = iterator.next();
MultiThreadedTestCase.java,private MapperFactory factory = new DefaultMapperFactory.Builder().build();,if (DefaultMapperFactory != null ) private MapperFactory factory = new DefaultMapperFactory.Builder().build();
HibernateProxyTestCase.java,private MapperFacade mapper = MappingUtil.getMapperFactory().getMapperFacade();,if (MappingUtil != null ) private MapperFacade mapper = MappingUtil.getMapperFactory().getMapperFacade();
JavaDateApiTest.java,String filePath = resource.getFile();,if (resource != null ) String filePath = resource.getFile();
JavaDateApiTest.java,ZipEntry zipEntry = entries.nextElement();,if (entries != null ) ZipEntry zipEntry = entries.nextElement();
JavaDateApiTest.java,String className = zipEntry.getName();,if (zipEntry != null ) String className = zipEntry.getName();
DynamicSuite.java,proxyClass = subClass.toClass();,if (subClass != null ) proxyClass = subClass.toClass();
MultiThreadedTestCase.java,Calendar cal = Calendar.getInstance();,if (Calendar != null ) Calendar cal = Calendar.getInstance();
ConstructorMappingTestCase.java,List<Book> sortedBooks = new TreeList(library.getBooks());,if (TreeList(library != null ) List<Book> sortedBooks = new TreeList(library.getBooks());
ConstructorMappingTestCase.java,List<BookDTO> sortedDTOs = new TreeList(dto.getBooks());,if (TreeList(dto != null ) List<BookDTO> sortedDTOs = new TreeList(dto.getBooks());
ConstructorMappingTestCase.java,List<BookNested> sortedBooks = new TreeList(library.getBooks());,if (TreeList(library != null ) List<BookNested> sortedBooks = new TreeList(library.getBooks());
ConstructorMappingTestCase.java,List<BookDTO> sortedDTOs = new TreeList(dto.getBooks());,if (TreeList(dto != null ) List<BookDTO> sortedDTOs = new TreeList(dto.getBooks());
Validations.java,List<Book> sortedBooks = new TreeList(library.getBooks());,if (TreeList(library != null ) List<Book> sortedBooks = new TreeList(library.getBooks());
Validations.java,List<BookDTO> sortedDTOs = new TreeList(dto.getBooks());,if (TreeList(dto != null ) List<BookDTO> sortedDTOs = new TreeList(dto.getBooks());
Validations.java,List<BookNested> sortedBooks = new TreeList(library.getBooks());,if (TreeList(library != null ) List<BookNested> sortedBooks = new TreeList(library.getBooks());
Validations.java,List<BookDTO> sortedDTOs = new TreeList(dto.getBooks());,if (TreeList(dto != null ) List<BookDTO> sortedDTOs = new TreeList(dto.getBooks());
ConstructorMappingTestCase.java,List<Book> sortedBooks = new TreeList(library.getBooks());,if (TreeList(library != null ) List<Book> sortedBooks = new TreeList(library.getBooks());
ConstructorMappingTestCase.java,List<BookDTO> sortedDTOs = new TreeList(dto.getBooks());,if (TreeList(dto != null ) List<BookDTO> sortedDTOs = new TreeList(dto.getBooks());
ConstructorMappingTestCase.java,List<BookNested> sortedBooks = new TreeList(library.getBooks());,if (TreeList(library != null ) List<BookNested> sortedBooks = new TreeList(library.getBooks());
ConstructorMappingTestCase.java,List<BookDTO> sortedDTOs = new TreeList(dto.getBooks());,if (TreeList(dto != null ) List<BookDTO> sortedDTOs = new TreeList(dto.getBooks());
CaseInsensitiveClassMapBuilder.java,"String suggestion = defaulter.suggestMappedField(propertyNameA, prop.getType());","if (prop != null ) String suggestion = defaulter.suggestMappedField(propertyNameA, prop.getType());"
CaseInsensitiveClassMapBuilderTest.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
CaseInsensitiveClassMapBuilderTest.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
CaseInsensitiveClassMapBuilderTest.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
CaseInsensitiveClassMapBuilderTest.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
CaseInsensitiveClassMapBuilder.java,String propertyNameA = entry.getValue();,if (entry != null ) String propertyNameA = entry.getValue();
CaseInsensitiveClassMapBuilder.java,String lowercaseName = entry.getKey();,if (entry != null ) String lowercaseName = entry.getKey();
SimpleConstructorResolverStrategy.java,Set<FieldMap> fields = new HashSet<FieldMap>(classMap.getFieldsMapping());,if (HashSet<FieldMap>(classMap != null ) Set<FieldMap> fields = new HashSet<FieldMap>(classMap.getFieldsMapping());
SimpleConstructorResolverStrategy.java,Iterator<FieldMap> iter = fields.iterator();,if (fields != null ) Iterator<FieldMap> iter = fields.iterator();
SimpleConstructorResolverStrategy.java,FieldMap fieldMap = iter.next();,if (iter != null ) FieldMap fieldMap = iter.next();
SimpleConstructorResolverStrategy.java,fieldMap = fieldMap.flip();,if (fieldMap != null ) fieldMap = fieldMap.flip();
SimpleConstructorResolverStrategy.java,fieldMap = fieldMap.flip();,if (fieldMap != null ) fieldMap = fieldMap.flip();
SimpleConstructorResolverStrategy.java,List<FieldMap> targetTypes = new ArrayList<FieldMap>(targetParameters.values());,if (ArrayList<FieldMap>(targetParameters != null ) List<FieldMap> targetTypes = new ArrayList<FieldMap>(targetParameters.values());
SimpleConstructorResolverStrategy.java,FieldMap fieldMap = iter.next();,if (iter != null ) FieldMap fieldMap = iter.next();
SimpleConstructorResolverStrategy.java,String parameterName = fieldMap.getDestination().getName();,if (fieldMap != null ) String parameterName = fieldMap.getDestination().getName();
DefaultPackageTestCase.java,MapperFactory factory = new DefaultMapperFactory.Builder().build();,if (DefaultMapperFactory != null ) MapperFactory factory = new DefaultMapperFactory.Builder().build();
DefaultPackageTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MapperFacadeImpl.java,context.sourceClass = source.getClass();,if (source != null ) context.sourceClass = source.getClass();
ConstructorConverterTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
ConstructorConverterTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
ConstructorConverterTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
ConstructorConverterTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
EclipseJdtCompilerStrategy.java,currentType = currentType.getEnclosingClass();,if (currentType != null ) currentType = currentType.getEnclosingClass();
JavassistCompilerStrategy.java,currentType = currentType.getEnclosingClass();,if (currentType != null ) currentType = currentType.getEnclosingClass();
DefaultMapperFactory.java,checkSourceType = checkSourceType.getSuperType();,if (checkSourceType != null ) checkSourceType = checkSourceType.getSuperType();
Node.java,container = container.getContainer();,if (container != null ) container = container.getContainer();
Node.java,result = result.getElement();,if (result != null ) result = result.getElement();
Node.java,elementType = property.getElementType();,if (property != null ) elementType = property.getElementType();
Node.java,elementType = property.getType().getComponentType();,if (property != null ) elementType = property.getType().getComponentType();
Node.java,destinationType = property.getType();,if (property != null ) destinationType = property.getType();
MultiOccurrenceToMultiOccurrence.java,Iterator<Node> sourcesIter = nodes.iterator();,if (nodes != null ) Iterator<Node> sourcesIter = nodes.iterator();
MultiOccurrenceToMultiOccurrence.java,Node ref = sourcesIter.next();,if (sourcesIter != null ) Node ref = sourcesIter.next();
MultiOccurrenceToMultiOccurrence.java,Iterator<Node> sourcesIter = sourceNodes.iterator();,if (sourceNodes != null ) Iterator<Node> sourcesIter = sourceNodes.iterator();
DefaultBoundMapperFacade.java,MappingContext context = contextFactory.getContext();,if (contextFactory != null ) MappingContext context = contextFactory.getContext();
DefaultBoundMapperFacade.java,MappingContext context = contextFactory.getContext();,if (contextFactory != null ) MappingContext context = contextFactory.getContext();
DefaultBoundMapperFacade.java,MappingContext context = contextFactory.getContext();,if (contextFactory != null ) MappingContext context = contextFactory.getContext();
DefaultBoundMapperFacade.java,MappingContext context = contextFactory.getContext();,if (contextFactory != null ) MappingContext context = contextFactory.getContext();
DefaultMapperFactory.java,converterFactory = UtilityResolver.getDefaultConverterFactory();,if (UtilityResolver != null ) converterFactory = UtilityResolver.getDefaultConverterFactory();
DefaultMapperFactory.java,constructorResolverStrategy = UtilityResolver.getDefaultConstructorResolverStrategy();,if (UtilityResolver != null ) constructorResolverStrategy = UtilityResolver.getDefaultConstructorResolverStrategy();
DefaultMapperFactory.java,compilerStrategy = UtilityResolver.getDefaultCompilerStrategy();,if (UtilityResolver != null ) compilerStrategy = UtilityResolver.getDefaultCompilerStrategy();
DefaultMapperFactory.java,propertyResolverStrategy = UtilityResolver.getDefaultPropertyResolverStrategy();,if (UtilityResolver != null ) propertyResolverStrategy = UtilityResolver.getDefaultPropertyResolverStrategy();
DefaultMapperFactory.java,classMapBuilderFactory = UtilityResolver.getDefaultClassMapBuilderFactory();,if (UtilityResolver != null ) classMapBuilderFactory = UtilityResolver.getDefaultClassMapBuilderFactory();
DefaultMapperFactory.java,mappingContextFactory = UtilityResolver.getDefaultMappingContextFactory();,if (UtilityResolver != null ) mappingContextFactory = UtilityResolver.getDefaultMappingContextFactory();
DefaultMapperFactory.java,MappingContext context = contextFactory.getContext();,if (contextFactory != null ) MappingContext context = contextFactory.getContext();
DefaultMapperFactory.java,MappingContext context = contextFactory.getContext();,if (contextFactory != null ) MappingContext context = contextFactory.getContext();
DefaultMapperFactory.java,checkSourceType = checkSourceType.getSuperType();,if (checkSourceType != null ) checkSourceType = checkSourceType.getSuperType();
DefaultMapperFactory.java,result = new DefaultConstructorObjectFactory<T>(targetType.getRawType());,if (DefaultConstructorObjectFactory<T>(targetType != null ) result = new DefaultConstructorObjectFactory<T>(targetType.getRawType());
DefaultMapperFactory.java,result = new DefaultConstructorObjectFactory<T>(targetType.getRawType());,if (DefaultConstructorObjectFactory<T>(targetType != null ) result = new DefaultConstructorObjectFactory<T>(targetType.getRawType());
DefaultMapperFactory.java,result = new DefaultConstructorObjectFactory<T>(targetType.getRawType());,if (DefaultConstructorObjectFactory<T>(targetType != null ) result = new DefaultConstructorObjectFactory<T>(targetType.getRawType());
DefaultMapperFactory.java,concreteType = this.concreteTypeRegistry.get(type.getRawType());,if (this != null ) concreteType = this.concreteTypeRegistry.get(type.getRawType());
DefaultMapperFactory.java,MappingContext context = contextFactory.getContext();,if (contextFactory != null ) MappingContext context = contextFactory.getContext();
DefaultMapperFactory.java,MappingContext context = contextFactory.getContext();,if (contextFactory != null ) MappingContext context = contextFactory.getContext();
DefaultMapperFactory.java,usedClassMapSet = Collections.emptySet();,if (Collections != null ) usedClassMapSet = Collections.emptySet();
MappingContext.java,MappingContext context = contextQueue.poll();,if (contextQueue != null ) MappingContext context = contextQueue.poll();
ClassHelper.java,String filePath = resources.nextElement().getFile();,if (resources != null ) String filePath = resources.nextElement().getFile();
ClassHelper.java,jarEntry = jarFile.getNextJarEntry();,if (jarFile != null ) jarEntry = jarFile.getNextJarEntry();
ClassHelper.java,String className = jarEntry.getName();,if (jarEntry != null ) String className = jarEntry.getName();
ClassHelper.java,Class[] parameterTypes = con.getParameterTypes();,if (con != null ) Class[] parameterTypes = con.getParameterTypes();
GenericInterface.java,"existingResult = context.getMappedObject(sourceObject, strategy.getBType());","if (strategy != null ) existingResult = context.getMappedObject(sourceObject, strategy.getBType());"
GenericInterface.java,ParameterizedType genericSuper = (ParameterizedType) rawType.getGenericSuperclass();,if (rawType != null ) ParameterizedType genericSuper = (ParameterizedType) rawType.getGenericSuperclass();
GenericInterface.java,shortTypeName = type.toString();,if (type != null ) shortTypeName = type.toString();
GenericInterface.java,shortAscTypeName = associatedType.toString();,if (associatedType != null ) shortAscTypeName = associatedType.toString();
GenericInterface.java,ParameterizedType genericSuper = (ParameterizedType) rawType.getGenericSuperclass();,if (rawType != null ) ParameterizedType genericSuper = (ParameterizedType) rawType.getGenericSuperclass();
GenericInterface.java,typeResult = (Type<T>) mapped.get();,if (mapped != null ) typeResult = (Type<T>) mapped.get();
GenericInterface.java,typeResult = (Type<T>) mapped.get();,if (mapped != null ) typeResult = (Type<T>) mapped.get();
GenericInterface.java,typeResult = (Type<T>) mapped.get();,if (mapped != null ) typeResult = (Type<T>) mapped.get();
ClassUtil.java,final String className = clazz.getName();,if (clazz != null ) final String className = clazz.getName();
MultiOccurrenceVariableRef.java,String prefix = this.name();,if (this != null ) String prefix = this.name();
MultiOccurrenceVariableRef.java,prefix = this.property().getName();,if (this != null ) prefix = this.property().getName();
MultiOccurrenceVariableRef.java,String prefix = this.name();,if (this != null ) String prefix = this.name();
MultiOccurrenceVariableRef.java,prefix = this.property().getName();,if (this != null ) prefix = this.property().getName();
TypeFactory.java,typeResult = (Type<T>) mapped.get();,if (mapped != null ) typeResult = (Type<T>) mapped.get();
TypeFactory.java,typeResult = (Type<T>) mapped.get();,if (mapped != null ) typeResult = (Type<T>) mapped.get();
TypeFactory.java,typeResult = (Type<T>) mapped.get();,if (mapped != null ) typeResult = (Type<T>) mapped.get();
TypeFactory.java,ParameterizedType genericSuper = (ParameterizedType) rawType.getGenericSuperclass();,if (rawType != null ) ParameterizedType genericSuper = (ParameterizedType) rawType.getGenericSuperclass();
TypeFactory.java,shortTypeName = type.toString();,if (type != null ) shortTypeName = type.toString();
TypeFactory.java,shortAscTypeName = associatedType.toString();,if (associatedType != null ) shortAscTypeName = associatedType.toString();
MultiOccurrenceToMultiOccurrence.java,Property dp = innermostElement(currentNode.value.getDestination());,if (innermostElement(currentNode != null ) Property dp = innermostElement(currentNode.value.getDestination());
MultiOccurrenceToMultiOccurrence.java,Property destination = fieldMap.getDestination();,if (fieldMap != null ) Property destination = fieldMap.getDestination();
MultiOccurrenceToMultiOccurrence.java,Property source = fieldMap.getSource();,if (fieldMap != null ) Property source = fieldMap.getSource();
TestCase.java,MapperFacade mapper = MappingUtil.getMapperFactory().getMapperFacade();,if (MappingUtil != null ) MapperFacade mapper = MappingUtil.getMapperFactory().getMapperFacade();
PropertyResolver.java,reference = reference.getSuperType();,if (reference != null ) reference = reference.getSuperType();
TypeFactory.java,typeResult = (Type<T>) mapped.get();,if (mapped != null ) typeResult = (Type<T>) mapped.get();
TypeFactory.java,typeResult = (Type<T>) mapped.get();,if (mapped != null ) typeResult = (Type<T>) mapped.get();
TypeFactory.java,typeResult = (Type<T>) mapped.get();,if (mapped != null ) typeResult = (Type<T>) mapped.get();
TypeFactory.java,ParameterizedType genericSuper = (ParameterizedType) rawType.getGenericSuperclass();,if (rawType != null ) ParameterizedType genericSuper = (ParameterizedType) rawType.getGenericSuperclass();
TypeFactory.java,ParameterizedType genericSuper = (ParameterizedType) rawType.getGenericSuperclass();,if (rawType != null ) ParameterizedType genericSuper = (ParameterizedType) rawType.getGenericSuperclass();
TypeFactory.java,shortTypeName = type.toString();,if (type != null ) shortTypeName = type.toString();
TypeFactory.java,shortAscTypeName = associatedType.toString();,if (associatedType != null ) shortAscTypeName = associatedType.toString();
CustomMappingTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
CustomMappingTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
MultiThreadedTestCase.java,int i = myIndex.getAndIncrement();,if (myIndex != null ) int i = myIndex.getAndIncrement();
MultiThreadedTestCase.java,Calendar cal = Calendar.getInstance();,if (Calendar != null ) Calendar cal = Calendar.getInstance();
MultiThreadedTestCase.java,private MapperFactory factory = new DefaultMapperFactory.Builder().build();,if (DefaultMapperFactory != null ) private MapperFactory factory = new DefaultMapperFactory.Builder().build();
MultiThreadedTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MultiThreadedTestCase.java,MapperFactory factory = new DefaultMapperFactory.Builder().build();,if (DefaultMapperFactory != null ) MapperFactory factory = new DefaultMapperFactory.Builder().build();
MultiThreadedTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
UsedMappersTestCase.java,MapperFactory mapperFactory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory mapperFactory = MappingUtil.getMapperFactory();
UsedMappersTestCase.java,MapperFacade mapperFacade = mapperFactory.getMapperFacade();,if (mapperFactory != null ) MapperFacade mapperFacade = mapperFactory.getMapperFacade();
UsedMappersTestCase.java,MapperFactory mapperFactory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory mapperFactory = MappingUtil.getMapperFactory();
UsedMappersTestCase.java,MapperFacade mapperFacade = mapperFactory.getMapperFacade();,if (mapperFactory != null ) MapperFacade mapperFacade = mapperFactory.getMapperFacade();
UsedMappersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
CustomMapper.java,ParameterizedType superType = (ParameterizedType)getClass().getGenericSuperclass();,if ((ParameterizedType)getClass() != null ) ParameterizedType superType = (ParameterizedType)getClass().getGenericSuperclass();
CloneableConverter.java,description = desc.toString();,if (desc != null ) description = desc.toString();
